Imports
<cstdio>
<cstdlib>
<cstring>
<cmath>
<cctype>
<ctime>
<cassert>
<cerrno>
<climits>
<cfloat>
<clocale>
<csignal>
<csetjmp>
<cstdarg>
<cstddef>
<cstdint>
<iostream>
<fstream>   
<sstream>    
<string>                     
<vector>        
<list>                      
<map>
<unordered_map>       
<set>
<unordered_set>        
<queue>
<stack>      
<algorithm>                  
<iterator>                      
<utility>                      
<memory>                      
<thread>                       
<mutex>
<condition_variable> 
<future>           
<chrono>                       
<random>                        
<regex>                        
<typeinfo>                      
<functional>                    
<exception>                     
<new>
<delete>           
<array>                         
<bitset>                       
<tuple>                         
<optional>
<variant>       
<filesystem>                  
<format>                     
<concepts>                   
<coroutine>                 
